user_id,item_id,rating,timestamp
302,910,4.0,879467295.0
212,271,5.0,878870987.0
120,509,3.0,891387947.0
89,97,5.0,891383204.0
48,554,2.0,888067405.0
41,787,3.0,881108425.0
154,320,2.0,879371261.0
67,116,4.0,876973939.0
171,176,4.0,875537965.0
18,3,4.0,885412840.0
267,230,4.0,875744136.0
4,1,3.0,875636053.0
304,116,2.0,886324028.0
43,292,4.0,883612356.0
42,136,4.0,875975656.0
278,1325,1.0,875298353.0
79,462,5.0,887401701.0
253,163,4.0,886472768.0
297,279,3.0,884183336.0
278,1230,1.0,892174404.0
65,296,4.0,883601324.0
17,439,3.0,880130193.0
267,1025,2.0,875542174.0
98,78,4.0,885680138.0
12,97,4.0,881515011.0
25,257,3.0,891347949.0
6,451,4.0,891353086.0
221,748,4.0,878183481.0
199,667,5.0,884128554.0
118,325,4.0,876923913.0
212,171,5.0,878955442.0
275,319,3.0,874786392.0
93,1207,3.0,891723086.0
129,375,4.0,875801662.0
37,325,4.0,892428688.0
159,712,3.0,876857977.0
292,1256,3.0,888906966.0
25,921,2.0,891385985.0
129,215,4.0,875216545.0
91,1069,3.0,886443455.0
255,448,4.0,882164999.0
0,60,4.0,878542420.0
71,47,4.0,880036718.0
55,748,3.0,892910207.0
12,356,4.0,882140926.0
14,401,2.0,879455957.0
91,76,3.0,875654637.0
206,472,2.0,884386343.0
291,173,5.0,881105481.0
231,479,5.0,888549622.0
250,741,2.0,886272175.0
223,25,3.0,888104153.0
180,219,4.0,878962392.0
258,254,4.0,874724710.0
304,467,4.0,886323648.0
51,278,3.0,882922806.0
160,201,5.0,891170769.0
147,404,5.0,877399018.0
124,234,2.0,892838559.0
96,227,5.0,884238860.0
57,1088,4.0,884304936.0
82,233,4.0,887665548.0
89,344,4.0,891383319.0
271,177,5.0,879455113.0
193,180,3.0,879521396.0
124,474,4.0,879454628.0
109,681,1.0,886987605.0
298,13,4.0,877877775.0
150,9,5.0,879524921.0
268,126,4.0,891446165.0
5,13,5.0,883599249.0
53,105,3.0,880937882.0
302,68,5.0,879467542.0
15,935,1.0,877727122.0
300,783,4.0,882078621.0
275,1081,3.0,874793035.0
304,213,2.0,886323068.0
193,1018,2.0,879541148.0
90,320,2.0,891438397.0
86,549,4.0,879875940.0
293,108,4.0,877819599.0
285,170,4.0,877531791.0
199,315,5.0,884128458.0
228,325,1.0,891632142.0
177,563,4.0,882826555.0
302,835,2.0,879484804.0
61,64,4.0,879374686.0
206,586,3.0,876018608.0
91,171,4.0,875653271.0
300,397,4.0,882078040.0
35,336,5.0,882157581.0
69,739,3.0,884150257.0
62,241,3.0,875747190.0
27,200,3.0,881961671.0
278,67,4.0,875307407.0
249,6,4.0,878089716.0
13,97,3.0,890881335.0
298,1008,3.0,889502324.0
193,53,3.0,879525876.0
302,808,3.0,879485532.0
118,236,5.0,874775038.0
294,217,5.0,879966498.0
267,921,2.0,875742942.0
267,1,2.0,875744173.0
65,257,4.0,883601089.0
232,201,5.0,879394264.0
82,618,4.0,880308578.0
213,331,3.0,891542540.0
191,472,2.0,881368243.0
99,341,4.0,891374868.0
267,144,1.0,875744501.0
300,55,4.0,882076587.0
306,88,5.0,879283786.0
233,140,3.0,892334609.0
82,571,4.0,880308755.0
180,263,2.0,878961624.0
296,132,4.0,875240090.0
37,152,5.0,892430369.0
6,378,4.0,891352093.0
263,806,4.0,886122952.0
180,864,1.0,878961814.0
200,145,1.0,884140579.0
84,502,4.0,879456199.0
268,363,3.0,891450023.0
58,464,3.0,888205855.0
285,142,4.0,889651549.0
192,95,1.0,889124507.0
112,590,5.0,875936424.0
291,10,5.0,881104093.0
129,1004,3.0,876250718.0
274,97,4.0,875155140.0
188,515,5.0,893265380.0
218,81,1.0,889452455.0
217,208,5.0,877488546.0
122,423,3.0,879873020.0
118,221,5.0,874775311.0
157,176,4.0,880134407.0
221,117,4.0,877563802.0
301,319,2.0,879436875.0
278,496,3.0,875308843.0
300,78,5.0,882076403.0
180,2,2.0,878963441.0
200,688,1.0,884140115.0
12,197,3.0,881515193.0
0,188,3.0,888732928.0
144,236,5.0,875270570.0
22,381,4.0,874786462.0
200,760,4.0,884114505.0
295,698,5.0,884197193.0
41,541,3.0,881105817.0
32,864,3.0,891964230.0
300,549,3.0,882078830.0
15,63,5.0,877720297.0
94,134,3.0,879197562.0
153,353,4.0,879138713.0
76,480,5.0,884733766.0
295,503,5.0,884196584.0
243,667,3.0,880606667.0
221,76,4.0,878183616.0
12,214,5.0,882140588.0
15,698,5.0,877722736.0
269,448,4.0,876956264.0
144,14,2.0,875270655.0
186,63,5.0,879465631.0
199,301,5.0,876041644.0
169,742,5.0,887646170.0
100,822,3.0,877136138.0
183,217,3.0,889909840.0
127,203,4.0,879967478.0
180,1284,1.0,878961781.0
183,152,3.0,889911285.0
0,32,4.0,878542699.0
0,159,4.0,875072547.0
183,318,5.0,889906967.0
53,590,3.0,880937813.0
93,340,4.0,891725009.0
127,503,4.0,879967767.0
22,320,2.0,874784266.0
300,226,3.0,882077222.0
300,190,3.0,882075672.0
111,894,1.0,892440172.0
81,182,3.0,878769848.0
221,717,3.0,878181976.0
217,426,3.0,877488316.0
307,1187,4.0,887739521.0
302,133,5.0,879467959.0
132,744,3.0,890588547.0
214,211,2.0,891435680.0
68,255,5.0,882126156.0
253,657,4.0,887347350.0
275,1,4.0,874792436.0
103,975,1.0,888442575.0
62,1057,3.0,875747514.0
266,406,4.0,878970785.0
12,55,5.0,881515011.0
239,871,3.0,885775745.0
285,236,2.0,875806800.0
293,269,5.0,889241426.0
89,1076,4.0,891384424.0
17,25,4.0,880129731.0
91,228,3.0,875656201.0
307,644,4.0,887739292.0
143,88,3.0,888105691.0
190,300,4.0,891560253.0
58,942,3.0,888206409.0
199,95,5.0,884129409.0
15,196,5.0,877726146.0
60,672,3.0,892302309.0
270,198,4.0,885848448.0
270,702,3.0,885849325.0
141,168,5.0,888640356.0
274,592,3.0,876197678.0
221,150,3.0,878182109.0
86,39,3.0,879876917.0
206,257,4.0,877879172.0
271,1381,2.0,879454663.0
176,330,4.0,880130397.0
206,1105,2.0,879664906.0
298,572,3.0,889503806.0
270,374,4.0,885849447.0
304,421,4.0,886324486.0
48,950,2.0,888068912.0
93,1214,3.0,891722802.0
129,1007,3.0,874953895.0
9,174,3.0,877888677.0
202,318,3.0,880433418.0
190,284,4.0,891560842.0
42,320,3.0,875975110.0
20,553,5.0,874951695.0
196,95,5.0,891409839.0
12,341,2.0,888073635.0
193,65,3.0,879527264.0
233,205,4.0,892334543.0
307,398,4.0,887740700.0
307,635,4.0,887737036.0
268,517,5.0,891447773.0
93,264,4.0,891721889.0
267,61,3.0,875310824.0
271,11,5.0,879455254.0
120,289,3.0,891390477.0
295,19,5.0,884196921.0
133,284,3.0,891732334.0
179,458,5.0,877544218.0
233,607,3.0,892079140.0
103,116,2.0,888465972.0
37,751,1.0,892434626.0
268,838,1.0,891456255.0
6,162,4.0,891353444.0
233,1439,3.0,892078343.0
274,401,2.0,876197645.0
51,249,3.0,882922661.0
101,816,3.0,888801465.0
12,185,4.0,890704999.0
177,724,4.0,882827532.0
235,70,3.0,890116671.0
255,774,5.0,882165296.0
262,175,5.0,891299752.0
243,185,3.0,880605697.0
278,1171,4.0,875314001.0
42,808,4.0,883956189.0
82,77,2.0,880309089.0
150,196,5.0,879528710.0
253,432,2.0,886474216.0
108,626,3.0,880579371.0
296,709,3.0,875239422.0
248,187,4.0,879641067.0
143,692,4.0,888106106.0
300,599,4.0,882075994.0
63,388,3.0,889737542.0
91,496,2.0,875653665.0
221,96,4.0,878181739.0
267,432,3.0,875310745.0
292,134,5.0,888905550.0
212,172,5.0,878955442.0
159,456,2.0,876861185.0
12,494,4.0,882139901.0
58,708,5.0,888205921.0
4,16,4.0,875636198.0
124,162,5.0,879454956.0
173,312,5.0,886432749.0
113,500,3.0,881260203.0
212,510,4.0,878870518.0
22,195,2.0,874786926.0
127,14,4.0,879968827.0
238,55,4.0,889179478.0
180,277,1.0,878962955.0
290,79,4.0,875086354.0
249,237,4.0,878089963.0
200,644,3.0,884114275.0
59,59,5.0,883327734.0
180,322,2.0,878961814.0
118,403,3.0,887038665.0
286,0,5.0,875334088.0
215,227,3.0,880245642.0
215,526,4.0,880233810.0
202,467,4.0,880434463.0
91,582,3.0,875660408.0
12,883,3.0,882774224.0
212,175,4.0,878956338.0
285,286,5.0,875806672.0
116,1037,2.0,881009697.0
98,110,1.0,885678886.0
10,553,3.0,891904214.0
64,46,2.0,879216672.0
294,193,4.0,879517412.0
268,216,2.0,891451610.0
84,258,2.0,881705026.0
249,591,5.0,878089921.0
136,143,5.0,881433689.0
200,951,2.0,884112077.0
256,136,4.0,882049932.0
110,325,4.0,891679939.0
90,476,4.0,891438875.0
214,210,4.0,891436202.0
180,929,1.0,878961586.0
188,1050,5.0,893264301.0
0,19,4.0,887431883.0
302,400,4.0,879468375.0
298,302,3.0,879737314.0
186,209,4.0,879465242.0
221,276,2.0,877563913.0
213,563,4.0,892668197.0
292,763,3.0,888906655.0
284,190,4.0,890595859.0
302,251,3.0,879544791.0
95,155,4.0,884402860.0
71,1100,3.0,880037334.0
114,1057,4.0,881171009.0
6,426,3.0,891352178.0
115,346,3.0,886977926.0
72,476,4.0,888625753.0
268,245,5.0,891457067.0
262,415,5.0,891299514.0
69,427,3.0,884150257.0
220,471,4.0,875244204.0
71,181,5.0,880036515.0
24,353,4.0,885852757.0
289,49,5.0,880473582.0
188,521,4.0,893266205.0
263,292,3.0,886121516.0
199,361,5.0,884129962.0
186,134,4.0,879465653.0
183,186,4.0,889909024.0
62,287,2.0,875746985.0
12,228,4.0,882397650.0
297,482,3.0,884183063.0
234,184,4.0,889655435.0
61,705,4.0,879376178.0
245,93,2.0,884923505.0
53,735,5.0,880934806.0
62,755,3.0,875747688.0
10,725,3.0,891904596.0
91,167,4.0,875653723.0
7,545,3.0,879362356.0
306,173,4.0,879283480.0
302,199,4.0,879468459.0
255,842,2.0,882164603.0
71,53,3.0,880036854.0
163,402,2.0,889402389.0
116,149,4.0,880125101.0
223,76,4.0,888103872.0
192,861,3.0,889127811.0
93,183,2.0,891720862.0
280,335,2.0,881200457.0
129,108,3.0,874953794.0
127,367,1.0,879966954.0
93,713,1.0,891723593.0
181,838,3.0,885613067.0
128,865,1.0,883245452.0
253,228,4.0,886474580.0
63,377,4.0,879365491.0
150,175,2.0,879524293.0
44,24,4.0,881014015.0
192,871,3.0,889123257.0
275,913,4.0,889174849.0
275,56,3.0,874787526.0
233,186,4.0,892079140.0
180,303,1.0,878962006.0
20,366,1.0,874951293.0
292,248,3.0,888905229.0
263,714,5.0,886123656.0
9,606,5.0,877886722.0
196,343,3.0,891409070.0
275,141,3.0,874792945.0
307,423,4.0,887736584.0
220,934,4.0,875246759.0
130,125,4.0,883681514.0
267,817,2.0,876518557.0
108,7,3.0,880572642.0
197,57,3.0,884208173.0
180,734,1.0,878962918.0
191,1051,4.0,881368891.0
233,444,3.0,892335501.0
89,891,4.0,891382309.0
192,932,4.0,889124890.0
127,598,5.0,879966839.0
125,896,2.0,887855283.0
243,264,4.0,880606634.0
89,287,3.0,891382310.0
156,24,3.0,886890787.0
304,70,3.0,886323684.0
118,378,5.0,874781742.0
20,221,2.0,874951382.0
230,180,4.0,888605273.0
279,503,3.0,891700453.0
287,131,3.0,886374129.0
278,1485,2.0,890780576.0
300,32,4.0,882078228.0
71,692,3.0,880036783.0
89,258,2.0,891382392.0
307,54,3.0,887738760.0
58,735,3.0,888203053.0
93,737,4.0,891721462.0
129,637,4.0,875216933.0
25,1005,3.0,891352136.0
55,120,5.0,892679480.0
81,503,2.0,884714249.0
61,11,4.0,879373613.0
275,39,3.0,874791871.0
180,1005,1.0,878963121.0
151,299,3.0,880147407.0
177,838,4.0,882824291.0
216,592,4.0,889070087.0
137,480,4.0,879024127.0
307,80,5.0,887737293.0
74,282,2.0,884050393.0
268,197,4.0,891447062.0
306,93,3.0,877122695.0
221,774,3.0,881059677.0
120,733,3.0,891390544.0
268,21,1.0,891448072.0
12,857,4.0,882141924.0
229,735,5.0,880485043.0
268,502,4.0,891448800.0
238,1089,5.0,889179253.0
244,1018,5.0,888513447.0
55,541,3.0,892679460.0
294,952,5.0,879519556.0
270,1018,2.0,885848102.0
221,805,2.0,881059117.0
68,239,3.0,882126156.0
9,6,4.0,877892210.0
21,372,3.0,878887112.0
293,922,3.0,889242857.0
81,710,1.0,884714492.0
278,395,4.0,875313859.0
268,233,1.0,891449406.0
5,97,5.0,883600680.0
242,1029,4.0,879988184.0
297,180,4.0,884125629.0
281,322,1.0,881703044.0
77,320,1.0,879633567.0
117,199,5.0,875384647.0
282,1104,5.0,879297545.0
170,290,4.0,891034835.0
69,216,4.0,884151119.0
9,99,5.0,877891747.0
244,180,4.0,888513664.0
106,330,3.0,891264267.0
245,556,1.0,884923445.0
12,892,1.0,883670672.0
275,69,4.0,874790826.0
243,16,2.0,880607205.0
188,55,5.0,893265263.0
225,241,5.0,883888671.0
61,1006,4.0,879373008.0
275,413,4.0,874792907.0
213,474,4.0,891544052.0
305,234,4.0,876504354.0
221,25,3.0,878183043.0
279,626,5.0,891700751.0
59,426,5.0,883326122.0
55,70,4.0,892683275.0
41,272,5.0,881105817.0
0,201,5.0,875072442.0
12,802,4.0,882397582.0
172,287,4.0,877556988.0
14,742,1.0,879455311.0
184,22,4.0,883524249.0
279,535,3.0,891702304.0
243,377,4.0,880604077.0
149,291,4.0,878746946.0
6,493,4.0,891352134.0
177,314,4.0,882826915.0
177,735,3.0,882823833.0
94,1207,3.0,880572658.0
233,1450,3.0,892333865.0
96,221,5.0,884238887.0
108,126,2.0,880563471.0
268,698,2.0,891448850.0
129,1236,3.0,876252497.0
263,650,4.0,886123530.0
206,12,3.0,875506839.0
41,583,5.0,881108147.0
245,405,2.0,884923372.0
86,363,4.0,879876702.0
100,301,3.0,877135677.0
255,126,4.0,882164406.0
91,787,3.0,875654798.0
180,755,2.0,878963418.0
212,234,1.0,878955115.0
91,732,2.0,876175582.0
291,656,5.0,881105561.0
245,660,4.0,884922831.0
273,838,5.0,878945579.0
187,685,5.0,875072583.0
17,85,4.0,880129731.0
4,435,1.0,878844423.0
235,627,3.0,890116254.0
192,403,4.0,889127921.0
143,702,4.0,888105940.0
89,1188,5.0,891383866.0
47,604,4.0,879434819.0
4,224,2.0,875635723.0
21,127,5.0,878887983.0
310,428,4.0,884365485.0
7,21,5.0,879362183.0
275,187,4.0,874792547.0
221,172,5.0,878183043.0
71,858,4.0,880035887.0
298,133,4.0,878192311.0
0,170,5.0,889751711.0
307,293,3.0,887741461.0
164,215,4.0,879525778.0
221,48,3.0,878183512.0
180,120,4.0,878962623.0
199,10,5.0,884129542.0
233,621,4.0,892336358.0
243,700,4.0,880606243.0
89,24,5.0,891384789.0
207,215,5.0,883108324.0
262,95,4.0,891298336.0
133,320,4.0,891732335.0
278,581,4.0,892864663.0
1,290,4.0,888550774.0
287,588,2.0,886892127.0
48,300,4.0,888065432.0
285,152,5.0,877531406.0
204,301,3.0,888284313.0
21,79,4.0,878887227.0
233,315,4.0,892078890.0
222,325,3.0,891548959.0
14,24,3.0,879456204.0
267,146,4.0,876514002.0
93,1210,3.0,891722678.0
273,401,4.0,878945840.0
6,488,5.0,891352010.0
267,216,2.0,875744501.0
15,54,5.0,877717956.0
163,615,3.0,889402298.0
289,160,4.0,880474293.0
91,510,4.0,875640800.0
238,1060,5.0,889179032.0
55,445,5.0,892679308.0
247,233,4.0,884534968.0
233,9,3.0,891227851.0
279,1039,2.0,891702486.0
307,186,5.0,887738760.0
275,63,5.0,874787441.0
191,939,3.0,881368302.0
121,504,4.0,879270511.0
84,583,3.0,880838306.0
261,922,2.0,879790874.0
200,270,3.0,886013700.0
180,862,2.0,878962623.0
294,732,4.0,879518319.0
262,563,4.0,891299387.0
294,38,4.0,879518279.0
200,1090,4.0,884112800.0
92,813,3.0,888705966.0
158,1018,5.0,880557539.0
157,660,2.0,880134532.0
292,419,3.0,888906070.0
81,592,3.0,878768882.0
275,180,5.0,874786488.0
12,816,5.0,882397833.0
216,1,3.0,889069782.0
82,655,4.0,880308256.0
188,19,5.0,893264466.0
221,789,4.0,878183684.0
145,1012,5.0,891458193.0
266,120,3.0,878970681.0
125,292,3.0,887855087.0
180,1050,1.0,878962675.0
124,79,4.0,892838865.0
42,119,4.0,884029430.0
12,773,1.0,882142057.0
252,258,2.0,891628883.0
41,43,3.0,881108548.0
76,513,4.0,884753202.0
290,679,5.0,874835165.0
267,20,3.0,875742822.0
261,27,3.0,879792220.0
233,80,3.0,892334680.0
28,244,3.0,882820803.0
235,56,5.0,890116575.0
157,722,3.0,880133116.0
155,656,4.0,888185947.0
231,51,5.0,888550130.0
167,858,5.0,884287927.0
36,286,4.0,880915258.0
140,244,3.0,884584426.0
234,229,4.0,889655162.0
101,69,3.0,888803537.0
76,171,3.0,884752562.0
89,501,5.0,891383319.0
185,561,5.0,879023663.0
43,655,5.0,878347915.0
117,767,5.0,875385198.0
6,656,5.0,891351624.0
61,67,1.0,879374969.0
41,1018,4.0,881106072.0
177,429,4.0,882827834.0
84,50,2.0,879454782.0
76,470,5.0,884732407.0
57,1089,2.0,892243079.0
55,1037,4.0,892911290.0
196,681,1.0,891409564.0
285,98,4.0,878141681.0
89,257,3.0,891382121.0
180,1277,1.0,878962349.0
294,189,4.0,879517062.0
223,68,4.0,888082495.0
271,314,4.0,879454977.0
220,1000,3.0,875246662.0
65,869,1.0,883601089.0
206,315,5.0,877124871.0
233,483,3.0,892079237.0
6,643,5.0,891351653.0
86,81,5.0,879875774.0
194,1042,1.0,877835102.0
43,445,5.0,883613334.0
305,285,4.0,876504442.0
193,171,3.0,879521474.0
93,61,3.0,891722933.0
166,654,4.0,892738277.0
107,99,4.0,879879720.0
229,301,5.0,880484286.0
180,918,1.0,878962675.0
53,300,4.0,880928519.0
89,21,4.0,891384357.0
180,689,2.0,878962997.0
285,353,4.0,877531537.0
13,267,4.0,892242403.0
310,178,2.0,884365357.0
91,120,5.0,875640679.0
20,436,1.0,874951798.0
243,545,1.0,880602264.0
180,401,4.0,878962919.0
64,799,4.0,879216529.0
36,535,2.0,880916070.0
43,439,5.0,878348289.0
243,182,4.0,880606043.0
0,264,4.0,878542441.0
269,24,5.0,876954456.0
298,383,2.0,889502756.0
93,567,3.0,891723883.0
285,739,4.0,877533058.0
238,270,5.0,889181247.0
215,54,5.0,880245145.0
253,120,3.0,886472369.0
61,660,2.0,879376483.0
177,381,4.0,882826982.0
193,22,4.0,879522819.0
267,946,3.0,875745160.0
187,142,5.0,875072674.0
275,292,4.0,874786366.0
157,1088,4.0,880135069.0
206,838,3.0,881681663.0
160,47,1.0,891170745.0
304,649,4.0,886323937.0
46,321,3.0,879439078.0
63,729,4.0,889739212.0
190,744,3.0,891560753.0
6,374,5.0,891353011.0
58,91,5.0,888204997.0
9,457,3.0,877888944.0
20,128,4.0,874951382.0
57,8,4.0,884304328.0
193,151,3.0,879549996.0
6,199,5.0,891353543.0
112,125,5.0,875076827.0
172,325,5.0,877557028.0
94,232,4.0,879196354.0
15,193,5.0,877720733.0
58,320,4.0,888206809.0
310,649,3.0,884365075.0
291,584,4.0,881105516.0
42,202,4.0,883955224.0
78,49,4.0,891271545.0
234,69,5.0,889655619.0
124,189,5.0,892836309.0
283,319,3.0,885329671.0
302,160,5.0,879468547.0
253,374,3.0,886474396.0
254,1024,1.0,883217030.0
103,299,2.0,888442275.0
89,914,5.0,891383912.0
5,459,4.0,883601713.0
278,121,1.0,875297433.0
285,296,4.0,875807004.0
221,444,3.0,878183565.0
296,56,5.0,875239383.0
41,620,3.0,881108873.0
129,1207,4.0,875801778.0
253,353,3.0,886472466.0
108,471,1.0,880563641.0
229,1432,2.0,880485726.0
243,307,3.0,880601905.0
5,299,2.0,883600406.0
35,741,4.0,882157285.0
255,439,3.0,882164727.0
101,510,1.0,888801316.0
103,283,4.0,888465201.0
20,443,5.0,874951695.0
110,299,4.0,891680028.0
17,404,5.0,880129628.0
24,221,4.0,885852817.0
109,935,3.0,886989501.0
269,97,5.0,876955868.0
67,236,5.0,876974133.0
82,214,4.0,880307940.0
5,257,2.0,883268278.0
88,215,5.0,879459859.0
127,314,4.0,879968029.0
304,507,4.0,886323525.0
183,408,2.0,889912691.0
285,174,5.0,877532470.0
278,1416,3.0,888465209.0
255,85,5.0,882165103.0
220,47,5.0,875245462.0
139,329,3.0,879013617.0
189,968,2.0,891042938.0
10,226,3.0,891905896.0
200,202,5.0,884114471.0
149,180,5.0,878746685.0
125,244,3.0,887854726.0
19,207,2.0,879669401.0
143,735,4.0,888104122.0
180,921,1.0,878963275.0
108,561,4.0,880578814.0
84,1055,3.0,879455021.0
212,132,3.0,878955973.0
221,375,1.0,878184290.0
222,10,3.0,891550649.0
214,417,4.0,891435704.0
217,207,3.0,877488366.0
173,928,5.0,886432989.0
274,185,3.0,880314383.0
67,735,1.0,876974198.0
267,578,4.0,876513830.0
159,458,4.0,876858346.0
194,271,4.0,878019342.0
223,177,4.0,888082468.0
4,109,1.0,875636493.0
98,1006,5.0,885678724.0
1,250,5.0,888552084.0
291,8,4.0,881104148.0
71,563,4.0,880037203.0
84,227,3.0,882813248.0
82,279,5.0,880307072.0
91,824,2.0,886443708.0
6,538,3.0,891351772.0
86,397,2.0,879876813.0
286,917,4.0,875334340.0
0,154,2.0,878542201.0
233,627,2.0,892079538.0
221,52,5.0,878184113.0
23,63,5.0,875322758.0
6,549,3.0,891354639.0
81,55,3.0,878769410.0
160,315,3.0,891170824.0
195,389,4.0,881251863.0
55,90,4.0,892683275.0
81,473,3.0,876311344.0
6,468,2.0,891353357.0
255,754,4.0,882164644.0
225,55,4.0,883889102.0
278,734,5.0,875296891.0
307,1275,3.0,887738151.0
15,7,5.0,877722736.0
179,201,3.0,877128388.0
202,92,4.0,880434940.0
144,55,5.0,875271896.0
287,302,4.0,886372527.0
83,735,3.0,883450643.0
43,639,3.0,878347818.0
16,12,3.0,885272654.0
312,116,4.0,891015319.0
147,0,4.0,877019411.0
196,344,4.0,891409070.0
20,163,5.0,874951695.0
278,973,3.0,875298314.0
238,487,5.0,889181015.0
184,285,5.0,883526288.0
296,88,4.0,875239125.0
302,67,4.0,879467361.0
185,249,1.0,879023607.0
72,205,3.0,888625754.0
103,749,2.0,888465739.0
93,215,3.0,885870665.0
238,193,5.0,889178833.0
196,506,5.0,891409839.0
279,0,4.0,891700426.0
0,116,3.0,874965739.0
223,578,1.0,888103729.0
302,393,1.0,879543831.0
59,161,4.0,883327734.0
197,257,4.0,884204501.0
238,508,5.0,889178887.0
5,68,3.0,883601277.0
232,371,4.0,876374419.0
84,637,4.0,882995615.0
109,37,3.0,886988574.0
183,517,3.0,889908462.0
98,865,1.0,885678436.0
12,414,2.0,882398763.0
200,513,4.0,884112201.0
12,851,1.0,882397068.0
213,130,3.0,891544465.0
295,227,4.0,884197264.0
221,86,3.0,878182589.0
278,718,4.0,875314144.0
216,181,2.0,889070109.0
84,429,3.0,879828720.0
238,233,3.0,889178762.0
12,71,4.0,882141727.0
193,76,3.0,879527421.0
207,658,5.0,883108476.0
108,177,3.0,880572950.0
229,171,4.0,880484523.0
58,481,2.0,888204466.0
