movie_id,title,imdbId
155,Canadian Bacon (1994),0109370
156,Casper (1995),0112642
157,Clockers (1995),0112688
158,Congo (1995),0112715
159,Crimson Tide (1995),0112740
160,Crumb (1994),0109508
161,Desperado (1995),0112851
162,Devil in a Blue Dress (1995),0112857
163,Die Hard: With a Vengeance (1995),0112864
164,"Doom Generation, The (1995)",0112887
165,Feast of July (1995),0113044
166,First Knight (1995),0113071
167,Free Willy 2: The Adventure Home (1995),0113114
168,Hackers (1995),0113243
169,Jeffrey (1995),0113464
170,Johnny Mnemonic (1995),0113481
171,Judge Dredd (1995),0113492
172,Jury Duty (1995),0113500
173,Kids (1995),0113540
174,Living in Oblivion (1995),0113677
175,Lord of Illusions (1995),0113690
176,Love & Human Remains (1993),0107447
177,Mad Love (1995),0113729
178,Mallrats (1995),0113749
179,Mighty Morphin Power Rangers: The Movie (1995),0113820
180,Moonlight and Valentino (1995),0113851
181,Mute Witness (1994),0110604
182,Nadja (1994),0110620
183,"Net, The (1995)",0113957
184,Nine Months (1995),0113986
185,Party Girl (1995),0114095
186,"Prophecy, The (1995)",0114194
187,Reckless (1995),0114241
188,Safe (1995),0114323
189,"Scarlet Letter, The (1995)",0114345
190,"Show, The (1995)",0114435
191,Showgirls (1995),0114436
192,Smoke (1995),0114478
193,Something to Talk About (1995),0114496
194,Species (1995),0114508
195,"Stars Fell on Henrietta, The (1995)",0114534
196,Strange Days (1995),0114558
197,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",0058450
198,"Tie That Binds, The (1995)",0114666
199,Three Wishes (1995),0114663
200,Total Eclipse (1995),0114702
201,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",0114682
202,Under Siege 2: Dark Territory (1995),0114781
203,Unstrung Heroes (1995),0114798
204,Unzipped (1995),0114805
205,"Walk in the Clouds, A (1995)",0114887
206,Waterworld (1995),0114898
207,White Man's Burden (1995),0114928
208,Wild Bill (1995),0114938
209,"Browning Version, The (1994)",0109340
210,Bushwhacked (1995),0112602
211,Burnt By the Sun (Utomlyonnye solntsem) (1994),0111579
212,Before the Rain (Pred dozhdot) (1994),0110882
213,Before Sunrise (1995),0112471
214,Billy Madison (1995),0112508
215,"Babysitter, The (1995)",0112438
216,Boys on the Side (1995),0112571
217,"Cure, The (1995)",0112757
218,Castle Freak (1995),0112643
219,Circle of Friends (1995),0112679
220,Clerks (1994),0109445
221,Don Juan DeMarco (1995),0112883
222,Disclosure (1994),0109635
223,Dream Man (1995),0112899
224,Drop Zone (1994),0109676
225,Destiny Turns on the Radio (1995),0112854
226,Death and the Maiden (1994),0109579
227,Dolores Claiborne (1994),0109642
228,Dumb & Dumber (1994),0109686
229,Eat Drink Man Woman (1994),0111797
230,Exotica (1994),0109759
231,Exit to Eden (1994),0109758
232,Ed Wood (1994),0109707
233,French Kiss (1995),0113117
234,Forget Paris (1995),0113097
235,Far From Home: The Adventures of Yellow Dog (1995),0113028
236,"Goofy Movie, A (1995)",0113198
237,Hideaway (1995),0113303
238,Fluke (1995),0113089
239,Farinelli: il castrato (1994),0109771
240,Gordy (1995),0113199
241,Gumby: The Movie (1995),0113234
242,"Glass Shield, The (1994)",0109906
243,Hoop Dreams (1994),0110057
244,Heavenly Creatures (1994),0110005
245,Houseguest (1994),0110066
246,Immortal Beloved (1994),0110116
247,Heavyweights (1994),0110006
248,"Hunted, The (1995)",0113360
249,I.Q. (1994),0110099
250,Interview with the Vampire (1994),0110148
251,Jefferson in Paris (1995),0113463
252,"Jerky Boys, The (1994)",0110189
253,Junior (1994),0110216
254,Just Cause (1995),0113501
255,"Kid in King Arthur's Court, A (1995)",0113538
256,Kiss of Death (1995),0113552
257,Star Wars: Episode IV - A New Hope (1977),0076759
258,Little Women (1994),0110367
259,"Little Princess, A (1995)",0113670
260,Ladybird Ladybird (1994),0110296
261,"Enfer, L' (1994)",0109731
262,Like Water for Chocolate (Como agua para chocolate) (1992),0103994
263,Legends of the Fall (1994),0110322
264,Major Payne (1994),0110443
265,Little Odessa (1994),0110365
266,My Crazy Life (Mi vida loca) (1993),0107566
267,Love Affair (1994),0110391
268,Losing Isaiah (1995),0113691
269,"Madness of King George, The (1994)",0110428
270,Mary Shelley's Frankenstein (1994),0109836
271,Man of the House (1995),0113755
272,Mixed Nuts (1994),0110538
273,Milk Money (1994),0110516
274,Miracle on 34th Street (1994),0110527
275,Miami Rhapsody (1995),0113808
276,My Family (1995),0113896
277,Murder in the First (1995),0113870
278,Nobody's Fool (1994),0110684
279,Nell (1994),0110638
280,New Jersey Drive (1995),0113967
281,New York Cop (1996),0117169
282,Beyond Bedlam (1993),0106402
283,Nemesis 2: Nebula (1995),0113948
284,Nina Takes a Lover (1994),0110671
285,Natural Born Killers (1994),0110632
286,Only You (1994),0110737
287,Once Were Warriors (1994),0110729
288,Poison Ivy II (1995),0114151
289,Outbreak (1995),0114069
290,"Professional, The (a.k.a. Leon: The Professional) (1994)",0110413
291,"Perez Family, The (1995)",0114113
292,"Pyromaniac's Love Story, A (1995)",0114210
293,Pulp Fiction (1994),0110912
294,Panther (1995),0114084
295,Pushing Hands (1992),0105652
296,Priest (1994),0110889
297,Quiz Show (1994),0110932
298,Picture Bride (1995),0114129
299,Queen Margot (La Reine Margot) (1994),0110963
300,"Quick and the Dead, The (1995)",0114214
301,Roommates (1995),0114296
302,Ready to Wear (Pret-A-Porter) (1994),0110907
303,Three Colors: Red (1994),0111495
304,Three Colors: Blue (1993),0108394
305,Three Colors: White (1994),0111507
306,"Red Firecracker, Green Firecracker (1994)",0110769
307,Rent-a-Kid (1995),0114268
308,Relative Fear (1994),0110965
309,Stuart Saves His Family (1995),0114571
310,"Swan Princess, The (1994)",0111333
311,"Secret of Roan Inish, The (1994)",0111112
312,"Specialist, The (1994)",0111255
313,Stargate (1994),0111282
314,"Santa Clause, The (1994)",0111070
315,"Shawshank Redemption, The (1994)",0111161
316,Shallow Grave (1994),0111149
317,Suture (1993),0108260
318,Strawberry and Chocolate (Fresa y chocolate) (1993),0106966
319,Swimming with Sharks (1995),0114594
320,"Sum of Us, The (1994)",0111309
321,National Lampoon's Senior Trip (1995),0113936
322,To Live (Huozhe) (1994),0110081
323,Tank Girl (1995),0114614
324,Tales From the Crypt Presents: Demon Knight (1995),0114608
325,Star Trek: Generations (1994),0111280
326,Tales from the Hood (1995),0114609
327,Tom & Viv (1994),0111454
328,Village of the Damned (1995),0114852
329,Tommy Boy (1995),0114694
330,Vanya on 42nd Street (1994),0111590
331,"Underneath, The (1995)",0114788
332,"Walking Dead, The (1995)",0114888
333,What's Eating Gilbert Grape (1993),0108550
334,Virtuosity (1995),0114857
335,While You Were Sleeping (1995),0114924
336,"War, The (1994)",0111667
337,Double Happiness (1994),0109655
338,Muriel's Wedding (1994),0110598
339,"Baby-Sitters Club, The (1995)",0112435
340,Ace Ventura: Pet Detective (1994),0109040
341,"Adventures of Priscilla, Queen of the Desert, The (1994)",0109045
342,Backbeat (1993),0106339
343,Bitter Moon (1992),0104779
344,Bullets Over Broadway (1994),0109348
345,Clear and Present Danger (1994),0109444
346,"Client, The (1994)",0109446
347,"Corrina, Corrina (1994)",0109484
348,Crooklyn (1994),0109504
349,"Crow, The (1994)",0109506
350,Cobb (1994),0109450
351,"Flintstones, The (1994)",0109813
352,Forrest Gump (1994),0109830
353,Four Weddings and a Funeral (1994),0109831
354,Higher Learning (1995),0113305
355,I Like It Like That (1994),0110091
356,I Love Trouble (1994),0110093
357,It Could Happen to You (1994),0110167
358,"Jungle Book, The (1994)",0110213
359,"Wonderful, Horrible Life of Leni Riefenstahl, The (Die Macht der Bilder) (1993)",0107472
360,"Lion King, The (1994)",0110357
361,Little Buddha (1993),0107426
362,Wes Craven's New Nightmare (1994),0111686
363,"Mask, The (1994)",0110475
364,Maverick (1994),0110478
365,Mrs. Parker and the Vicious Circle (1994),0110588
366,Naked Gun 33 1/3: The Final Insult (1994),0110622
367,"Paper, The (1994)",0110771
368,Reality Bites (1994),0110950
369,Red Rock West (1992),0105226
370,Richie Rich (1994),0110989
371,Safe Passage (1994),0111054
372,"River Wild, The (1994)",0110997
373,Speed (1994),0111257
374,Speechless (1994),0111256
375,Timecop (1994),0111438
376,True Lies (1994),0111503
377,When a Man Loves a Woman (1994),0111693
378,Wolf (1994),0111742
379,Wyatt Earp (1994),0111756
380,Bad Company (1995),0112443
381,"Man of No Importance, A (1994)",0110455
382,S.F.W. (1994),0111048
383,"Low Down Dirty Shame, A (1994)",0110399
384,Boys Life (1995),0112570
385,"Colonel Chabert, Le (1994)",0109454
386,Faster Pussycat! Kill! Kill! (1965),0059170
387,Jason's Lyric (1994),0110186
388,"Secret Adventures of Tom Thumb, The (1993)",0108069
389,Street Fighter (1994),0111301
390,Coldblooded (1995),0112702
391,Desert Winds (1995),0112849
392,Fall Time (1995),0113014
393,"Fear, The (1995)",0113043
394,Frank and Ollie (1995),0113104
395,Girl in the Cadillac (1995),0113173
396,Homage (1995),0113319
397,Mirage (1995),0113827
398,Open Season (1996),0114047
399,Two Crimes (1995),0114736
400,Brother Minister: The Assassination of Malcolm X (1994),0109339
401,Highlander III: The Sorcerer (1994),0110027
402,Federal Hill (1994),0109785
403,In the Mouth of Madness (1995),0113409
404,8 Seconds (1994),0109021
405,Above the Rim (1994),0109035
406,Addams Family Values (1993),0106220
407,You So Crazy (1994),0111804
408,"Age of Innocence, The (1993)",0106226
409,Airheads (1994),0109068
410,"Air Up There, The (1994)",0109067
411,Another Stakeout (1993),0106292
412,Bad Girls (1994),0109198
413,Barcelona (1994),0109219
414,Being Human (1993),0106379
415,"Beverly Hillbillies, The (1993)",0106400
416,Beverly Hills Cop III (1994),0109254
417,Black Beauty (1994),0109279
418,Blink (1994),0109297
419,Blown Away (1994),0109303
420,Blue Chips (1994),0109305
421,Blue Sky (1994),0109306
422,Body Snatchers (1993),0106452
423,Boxing Helena (1993),0106471
424,"Bronx Tale, A (1993)",0106489
425,Cabin Boy (1994),0109361
426,Calendar Girl (1993),0106505
427,Carlito's Way (1993),0106519
428,City Slickers II: The Legend of Curly's Gold (1994),0109439
429,Clean Slate (1994),0109443
430,Cliffhanger (1993),0106582
431,Coneheads (1993),0106598
432,Color of Night (1994),0109456
433,Cops and Robbersons (1994),0109480
434,"Cowboy Way, The (1994)",0109493
435,Dangerous Game (1993),0106660
436,Dave (1993),0106673
437,Dazed and Confused (1993),0106677
438,Demolition Man (1993),0106697
439,"Endless Summer 2, The (1994)",0109729
440,Even Cowgirls Get the Blues (1993),0106834
441,Fatal Instinct (1993),0106873
442,Farewell My Concubine (1993),0106332
443,"Favor, The (1994)",0109783
444,Fearless (1993),0106881
445,Fear of a Black Hat (1993),0106880
446,With Honors (1994),0111732
447,Flesh and Bone (1993),0106926
448,Widows' Peak (1994),0111712
449,For Love or Money (1993),0106941
450,"Firm, The (1993)",0106918
451,Free Willy (1993),0106965
452,Fresh (1994),0109842
453,"Fugitive, The (1993)",0106977
454,Geronimo: An American Legend (1993),0107004
455,"Getaway, The (1994)",0109890
456,Getting Even with Dad (1994),0109891
457,Go Fish (1994),0109913
458,"Good Man in Africa, A (1994)",0109920
459,Guilty as Sin (1993),0107057
460,Hard Target (1993),0107076
461,Heaven & Earth (1993),0107096
462,Hot Shots! Part Deux (1993),0107144
463,Live Nude Girls (1995),0113674
464,"Englishman Who Went Up a Hill, But Came Down a Mountain, The (1995)",0112966
465,"House of the Spirits, The (1993)",0107151
466,House Party 3 (1994),0110064
467,"Hudsucker Proxy, The (1994)",0110074
468,I'll Do Anything (1994),0110097
469,In the Army Now (1994),0110123
470,In the Line of Fire (1993),0107206
471,In the Name of the Father (1993),0107207
472,"Inkwell, The (1994)",0110137
473,What's Love Got to Do with It? (1993),0108551
474,Jimmy Hollywood (1994),0110197
475,Judgment Night (1993),0107286
476,Jurassic Park (1993),0107290
477,Kalifornia (1993),0107302
478,Killing Zoe (1994),0110265
479,King of the Hill (1993),0107322
480,Lassie (1994),0110305
481,Last Action Hero (1993),0107362
482,Life with Mikey (1993),0107413
483,Lightning Jack (1994),0110353
484,M. Butterfly (1993),0107468
485,Made in America (1993),0107478
486,Malice (1993),0107497
487,"Man Without a Face, The (1993)",0107501
488,Manhattan Murder Mystery (1993),0107507
489,Menace II Society (1993),0107554
490,Executive Decision (1996),0116253
491,In the Realm of the Senses (Ai no corrida) (1976),0074102
492,What Happened Was... (1994),0111689
493,Much Ado About Nothing (1993),0107616
494,Mr. Jones (1993),0107611
495,Mr. Wonderful (1993),0107613
496,Mrs. Doubtfire (1993),0107614
497,Naked (1993),0107653
498,"Next Karate Kid, The (1994)",0110657
499,"New Age, The (1994)",0110649
500,No Escape (1994),0110678
501,North (1994),0110687
502,Orlando (1993),0107756
503,"Perfect World, A (1993)",0107808
504,Philadelphia (1993),0107818
505,"Piano, The (1993)",0107822
506,Poetic Justice (1993),0107840
507,"Program, The (1993)",0107889
508,Robert A. Heinlein's The Puppet Masters (1994),0111003
509,Radioland Murders (1994),0110939
510,"Ref, The (1994)",0110955
511,"Remains of the Day, The (1993)",0107943
512,Renaissance Man (1994),0110971
513,Rising Sun (1993),0107969
514,"Road to Wellville, The (1994)",0111001
515,Robocop 3 (1993),0107978
516,Robin Hood: Men in Tights (1993),0107977
517,Romeo Is Bleeding (1993),0107983
518,Romper Stomper (1992),0105275
519,Ruby in Paradise (1993),0108000
520,Rudy (1993),0108002
521,"Saint of Fort Washington, The (1993)",0108026
522,"Savage Nights (Nuits fauves, Les) (1992)",0105032
523,Schindler's List (1993),0108052
524,"Scout, The (1994)",0111094
525,Searching for Bobby Fischer (1993),0108065
526,Second Best (1994),0111102
527,"Secret Garden, The (1993)",0108071
528,Serial Mom (1994),0111127
529,"Shadow, The (1994)",0111143
530,Shadowlands (1993),0108101
531,Short Cuts (1993),0108122
532,"Simple Twist of Fate, A (1994)",0111194
533,Sirens (1994),0111201
534,Six Degrees of Separation (1993),0108149
535,Sleepless in Seattle (1993),0108160
536,Sliver (1993),0108162
537,Blade Runner (1982),0083658
538,Son in Law (1993),0108186
539,So I Married an Axe Murderer (1993),0108174
540,Striking Distance (1993),0108238
541,Harlem (1993),0139340
542,Super Mario Bros. (1993),0108255
543,Surviving the Game (1994),0111323
544,Terminal Velocity (1994),0111400
545,Thirty-Two Short Films About Glenn Gould (1993),0108328
546,Threesome (1994),0111418
547,"Nightmare Before Christmas, The (1993)",0107688
548,"Three Musketeers, The (1993)",0108333
549,Tombstone (1993),0108358
550,Trial by Jury (1994),0111488
551,True Romance (1993),0108399
552,"War Room, The (1993)",0108515
553,Mamma Roma (1962),0056215
554,"Pagemaster, The (1994)",0110763
555,"Paris, France (1993)",0107779
556,"Beans of Egypt, Maine, The (1994)",0109226
557,Killer (Bulletproof Heart) (1994),0110259
558,Welcome to the Dollhouse (1995),0114906
559,Germinal (1993),0107002
560,Chasers (1994),0109403
561,Cronos (1992),0104029
562,Naked in New York (1994),0110623
563,Kika (1993),0107315
564,Bhaji on the Beach (1993),0106408
565,Little Big League (1994),0110363
566,"Slingshot, The (Kådisbellan ) (1993)",0107349
567,"Wedding Gift, The (1994)",0111709
568,Foreign Student (1994),0109828
569,"Ciao, Professore! (Io speriamo che me la cavo ) (1993)",0107225
570,Spanking the Monkey (1994),0111252
571,"Little Rascals, The (1994)",0110366
572,Fausto (1993),0106878
573,Andre (1994),0109120
574,"Hour of the Pig, The (1993)",0107146
575,"Scorta, La (1993)",0108059
576,Princess Caraboo (1994),0110892
577,"Celluloid Closet, The (1995)",0112651
578,Metisse (Café au Lait) (1993),0107642
579,Dear Diary (Caro Diario) (1994),0109382
580,I Don't Want to Talk About It (De eso no se habla) (1993),0106678
581,"Brady Bunch Movie, The (1995)",0112572
582,Home Alone (1990),0099785
583,Ghost (1990),0099653
584,Aladdin (1992),0103639
585,Terminator 2: Judgment Day (1991),0103064
586,Dances with Wolves (1990),0099348
587,Tough and Deadly (1995),0114706
588,Batman (1989),0096895
589,"Silence of the Lambs, The (1991)",0102926
590,Snow White and the Seven Dwarfs (1937),0029583
591,Beauty and the Beast (1991),0101414
592,Pinocchio (1940),0032910
593,Pretty Woman (1990),0100405
594,Window to Paris (1994),0110719
595,"Wild Bunch, The (1969)",0065214
596,Love and a .45 (1994),0110395
597,"Wooden Man's Bride, The (Wu Kui) (1994)",0111752
598,"Great Day in Harlem, A (1994)",0109934
599,"Bye Bye, Love (1995)",0112606
600,Criminals (1996),0115978
601,One Fine Day (1996),0117247
602,Candyman: Farewell to the Flesh (1995),0112625
603,Century (1993),0106537
604,Fargo (1996),0116282
605,Homeward Bound II: Lost in San Francisco (1996),0116552
606,Heavy Metal (1981),0082509
607,Hellraiser: Bloodline (1996),0116514
608,"Pallbearer, The (1996)",0117283
609,Jane Eyre (1996),0116684
610,Loaded (1994),0110374
611,Bread and Chocolate (Pane e cioccolata) (1973),0070506
612,"Aristocats, The (1970)",0065421
613,"Flower of My Secret, The (La Flor de Mi Secreto) (1995)",0113083
614,Two Much (1996),0118001
615,Ed (1996),0116165
616,Scream of Stone (Schrei aus Stein) (1991),0102855
617,My Favorite Season (1993),0107471
618,"Modern Affair, A (1995)",0113839
619,Condition Red (1995),0112712
620,Asfour Stah (1990),0090665
621,"Thin Line Between Love and Hate, A (1996)",0117891
622,"Last Supper, The (1995)",0113613
623,Primal Fear (1996),0117381
624,Rude (1995),0114305
625,Carried Away (1996),0115837
626,All Dogs Go to Heaven 2 (1996),0115509
627,Land and Freedom (Tierra y libertad) (1995),0114671
628,Denise Calls Up (1995),0112844
629,Theodore Rex (1995),0114658
630,"Family Thing, A (1996)",0116275
631,Frisk (1995),0113122
632,Sgt. Bilko (1996),0117608
633,Jack and Sarah (1995),0113448
634,Girl 6 (1996),0116414
635,Diabolique (1996),0116095
636,"Little Indian, Big City (Un indien dans la ville) (1994)",0111543
637,Roula (1995),0117517
638,Peanuts - Die Bank zahlt alles (1996),0117312
639,Happy Weekend (1996),0116485
640,Nelly & Monsieur Arnaud (1995),0113947
641,Courage Under Fire (1996),0115956
642,Mission: Impossible (1996),0117060
643,Cold Fever (Á köldum klaka) (1994),0109028
644,Moll Flanders (1996),0117071
645,"Superweib, Das (1996)",0117788
646,"301, 302 (1995)",0112257
647,Dragonheart (1996),0116136
648,Und keiner weint mir nach (1996),0118026
649,Mutters Courage (1995),0117117
650,Eddie (1996),0116168
651,Yankee Zulu (1994),0111787
652,Billy's Holiday (1995),0112509
653,Purple Noon (1960),0054189
654,August (1996),0115591
655,James and the Giant Peach (1996),0116683
656,Fear (1996),0116287
657,Kids in the Hall: Brain Candy (1996),0116768
658,Faithful (1996),0116269
659,Underground (1995),0114787
660,All Things Fair (1996),0113720
661,Bloodsport 2 (1995),0112536
662,Pather Panchali (1955),0048473
663,Aparajito (1956),0048956
664,"World of Apu, The (Apur Sansar) (1959)",0052572
665,Mystery Science Theater 3000: The Movie (1996),0117128
666,Tarantella (1995),0114616
667,Space Jam (1996),0117705
668,Barbarella (1968),0062711
669,Hostile Intentions (1994),0110061
670,They Bite (1996),0140614
671,Some Folks Call It a Sling Blade (1993),0108181
672,"Run of the Country, The (1995)",0114307
673,Alphaville (1965),0058898
674,Clean Slate (Coup de Torchon) (1981),0082206
675,Tigrero: A Film That Was Never Made (1994),0111430
676,"Eye of Vichy, The (Oeil de Vichy, L') (1993)",0107727
677,Windows (1980),0081759
678,It's My Party (1995),0113443
679,Country Life (1994),0109491
680,Operation Dumbo Drop (1995),0114048
681,"Promise, The (Versprechen, Das) (1994)",0111613
682,Mrs. Winterbourne (1996),0117104
683,Solo (1996),0117688
684,Under the Domin Tree (Etz Hadomim Tafus) (1994),0109751
685,"Substitute, The (1996)",0117774
686,Butterfly Kiss (1995),0112604
687,Feeling Minnesota (1996),0116289
688,Delta of Venus (1994),0109593
689,To Cross the Rubicon (1991),0103095
690,Angus (1995),0112368
691,Daens (1992),0104046
692,Faces (1968),0062952
693,Boys (1996),0115742
694,"Quest, The (1996)",0117420
695,Cosi (1996),0115951
696,Sunset Park (1996),0117784
697,Mulholland Falls (1996),0117107
698,"Truth About Cats & Dogs, The (1996)",0117979
699,Oliver & Company (1988),0095776
700,Celtic Pride (1996),0115851
701,Flipper (1996),0116322
702,Captives (1994),0109374
703,Of Love and Shadows (1994),0110712
704,Dead Man (1995),0112817
705,"Horseman on the Roof, The (Hussard sur le toit, Le) (1995)",0113362
706,Switchblade Sisters (1975),0073778
707,Mouth to Mouth (Boca a boca) (1995),0112546
708,"Visitors, The (Les Visiteurs) (1993)",0108500
709,Multiplicity (1996),0117108
710,Wallace & Gromit: The Best of Aardman Animation (1996),0118114
711,Halfmoon (Paul Bowles - Halbmond) (1995),0114103
712,"Haunted World of Edward D. Wood Jr., The (1995)",0113270
713,Two Friends (1986),0092123
714,"Craft, The (1996)",0115963
715,"Great White Hype, The (1996)",0116448
716,Last Dance (1996),0116827
717,War Stories (1995),0114894
718,Cold Comfort Farm (1995),0112701
719,"Institute Benjamenta, or This Dream People Call Human Life (1995)",0113429
720,"Low Life, The (1994)",0125877
721,Heaven's Prisoners (1996),0116508
722,Original Gangstas (1996),0117260
723,"Rock, The (1996)",0117500
724,Getting Away With Murder (1996),0116405
725,Cemetery Man (Dellamorte Dellamore) (1994),0109592
726,Twister (1996),0117998
727,Barb Wire (1996),0115624
728,"Garcu, Le (1995)",0113145
729,Honigmond (1996),0116559
730,Ghost in the Shell (Kokaku kidotai) (1995),0113568
731,Thinner (1996),0117894
732,Spy Hard (1996),0117723
733,Brothers in Trouble (1995),0112586
734,"Close Shave, A (1995)",0112691
735,Force of Evil (1948),0040366
736,"Stupids, The (1996)",0117768
737,"Arrival, The (1996)",0115571
738,"Man from Down Under, The (1943)",0031612
739,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),0057012
740,Careful (1992),0103926
741,Vermont Is For Lovers (1992),0105737
742,"Month by the Lake, A (1995)",0113849
743,Gold Diggers: The Secret of Bear Mountain (1995),0113188
744,Kim (1950),0042644
